,gene-symbol,GO_ID,GO_term,gene-score
27206,SYAP1,GO:0045600,positive regulation of fat cell differentiation,2.0
27207,SYAP1,GO:0048172,regulation of short-term neuronal synaptic plasticity,2.0
27208,SYAP1,GO:0048471,perinuclear region of cytoplasm,2.0
27209,SYAP1,GO:0070062,extracellular exosome,2.0
27210,SYAP1,GO:0071364,cellular response to epidermal growth factor stimulus,2.0
27211,SYAP1,GO:0071902,positive regulation of protein serine/threonine kinase activity,2.0
27212,SYAP1,GO:1990314,cellular response to insulin-like growth factor stimulus,2.0
27274,SYN2,GO:0005515,protein binding,2.0
27275,SYN2,GO:0005524,ATP binding,2.0
27276,SYN2,GO:0005886,plasma membrane,2.0
27277,SYN2,GO:0007268,chemical synaptic transmission,2.0
27278,SYN2,GO:0007269,neurotransmitter secretion,2.0
27280,SYN2,GO:0014069,postsynaptic density,2.0
27281,SYN2,GO:0017156,calcium-ion regulated exocytosis,2.0
27282,SYN2,GO:0030672,synaptic vesicle membrane,2.0
27284,SYN2,GO:0031201,SNARE complex,2.0
27285,SYN2,GO:0042802,identical protein binding,2.0
27286,SYN2,GO:0045202,synapse,2.0
27287,SYN2,GO:0097091,synaptic vesicle clustering,2.0
27288,SYN2,GO:0098685,Schaffer collateral - CA1 synapse,2.0
27289,SYN2,GO:0098978,glutamatergic synapse,2.0
27290,SYNCRIP,GO:0000398,"mRNA splicing, via spliceosome",2.0
27291,SYNCRIP,GO:0001649,osteoblast differentiation,2.0
27292,SYNCRIP,GO:0003723,RNA binding,2.0
27294,SYNCRIP,GO:0003729,mRNA binding,2.0
27295,SYNCRIP,GO:0005515,protein binding,2.0
27296,SYNCRIP,GO:0005634,nucleus,2.0
27297,SYNCRIP,GO:0005654,nucleoplasm,2.0
27298,SYNCRIP,GO:0005783,endoplasmic reticulum,2.0
27299,SYNCRIP,GO:0005829,cytosol,2.0
27300,SYNCRIP,GO:0006396,RNA processing,2.0
27301,SYNCRIP,GO:0008143,poly(A) binding,2.0
27302,SYNCRIP,GO:0008380,RNA splicing,2.0
27303,SYNCRIP,GO:0016020,membrane,2.0
27304,SYNCRIP,GO:0017148,negative regulation of translation,2.0
27306,SYNCRIP,GO:0048027,mRNA 5'-UTR binding,2.0
27307,SYNCRIP,GO:0070934,CRD-mediated mRNA stabilization,2.0
27310,SYNCRIP,GO:0070937,CRD-mediated mRNA stability complex,2.0
27313,SYNCRIP,GO:0071013,catalytic step 2 spliceosome,2.0
27314,SYNCRIP,GO:0071204,histone pre-mRNA 3'end processing complex,2.0
27315,SYNCRIP,GO:0071346,cellular response to type II interferon,2.0
27316,SYNCRIP,GO:0097452,GAIT complex,2.0
27317,SYNCRIP,GO:0106002,mCRD-mediated mRNA stability complex,2.0
27318,SYNCRIP,GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2.0
27319,SYNCRIP,GO:1990904,ribonucleoprotein complex,2.0
27321,SYNCRIP,GO:2000767,positive regulation of cytoplasmic translation,2.0
27322,SYNE1,GO:0000932,P-body,2.0
27323,SYNE1,GO:0003723,RNA binding,2.0
27324,SYNE1,GO:0003779,actin binding,2.0
27325,SYNE1,GO:0005515,protein binding,2.0
27326,SYNE1,GO:0005521,lamin binding,2.0
27327,SYNE1,GO:0005634,nucleus,2.0
27328,SYNE1,GO:0005635,nuclear envelope,2.0
27329,SYNE1,GO:0005640,nuclear outer membrane,2.0
27330,SYNE1,GO:0005654,nucleoplasm,2.0
27331,SYNE1,GO:0005730,nucleolus,2.0
27332,SYNE1,GO:0005737,cytoplasm,2.0
27333,SYNE1,GO:0005794,Golgi apparatus,2.0
27334,SYNE1,GO:0005856,cytoskeleton,2.0
27335,SYNE1,GO:0006997,nucleus organization,2.0
27336,SYNE1,GO:0007030,Golgi organization,2.0
27337,SYNE1,GO:0007283,spermatogenesis,2.0
27338,SYNE1,GO:0016020,membrane,2.0
27339,SYNE1,GO:0019899,enzyme binding,2.0
27340,SYNE1,GO:0030017,sarcomere,2.0
27341,SYNE1,GO:0031965,nuclear membrane,2.0
27342,SYNE1,GO:0034993,meiotic nuclear membrane microtubule tethering complex,2.0
27343,SYNE1,GO:0042692,muscle cell differentiation,2.0
27344,SYNE1,GO:0042803,protein homodimerization activity,2.0
27345,SYNE1,GO:0045211,postsynaptic membrane,2.0
27346,SYNE1,GO:0051015,actin filament binding,2.0
27347,SYNE1,GO:0090292,nuclear matrix anchoring at nuclear membrane,2.0
27348,SYNE1,GO:0140444,cytoskeleton-nuclear membrane anchor activity,2.0
27373,SYNJ1,GO:0003723,RNA binding,2.0
27374,SYNJ1,GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity,2.0
27376,SYNJ1,GO:0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",2.0
27381,SYNJ1,GO:0005829,cytosol,2.0
27382,SYNJ1,GO:0005874,microtubule,2.0
27383,SYNJ1,GO:0006661,phosphatidylinositol biosynthetic process,2.0
27384,SYNJ1,GO:0006836,neurotransmitter transport,2.0
27385,SYNJ1,GO:0007420,brain development,2.0
27386,SYNJ1,GO:0007612,learning,2.0
27387,SYNJ1,GO:0008022,protein C-terminus binding,2.0
27388,SYNJ1,GO:0012506,vesicle membrane,2.0
27389,SYNJ1,GO:0014015,positive regulation of gliogenesis,2.0
27390,SYNJ1,GO:0016082,synaptic vesicle priming,2.0
27391,SYNJ1,GO:0016191,synaptic vesicle uncoating,2.0
27392,SYNJ1,GO:0017124,SH3 domain binding,2.0
27393,SYNJ1,GO:0030117,membrane coat,2.0
27394,SYNJ1,GO:0030132,clathrin coat of coated pit,2.0
27395,SYNJ1,GO:0032526,response to retinoic acid,2.0
27396,SYNJ1,GO:0034097,response to cytokine,2.0
27397,SYNJ1,GO:0034595,phosphatidylinositol phosphate 5-phosphatase activity,2.0
27398,SYNJ1,GO:0034596,phosphatidylinositol phosphate 4-phosphatase activity,2.0
27399,SYNJ1,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,2.0
27400,SYNJ1,GO:0043195,terminal bouton,2.0
27401,SYNJ1,GO:0043647,inositol phosphate metabolic process,2.0
27402,SYNJ1,GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity,2.0
27403,SYNJ1,GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",2.0
27404,SYNJ1,GO:0044877,protein-containing complex binding,2.0
27405,SYNJ1,GO:0046488,phosphatidylinositol metabolic process,2.0
27406,SYNJ1,GO:0046855,inositol phosphate dephosphorylation,2.0
27407,SYNJ1,GO:0046856,phosphatidylinositol dephosphorylation,2.0
27411,SYNJ1,GO:0048260,positive regulation of receptor-mediated endocytosis,2.0
27412,SYNJ1,GO:0048471,perinuclear region of cytoplasm,2.0
27414,SYNJ1,GO:0048488,synaptic vesicle endocytosis,2.0
27417,SYNJ1,GO:0048489,synaptic vesicle transport,2.0
27418,SYNJ1,GO:0052629,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",2.0
27419,SYNJ1,GO:0052658,"inositol-1,4,5-trisphosphate 5-phosphatase activity",2.0
27420,SYNJ1,GO:0061024,membrane organization,2.0
27421,SYNJ1,GO:0097060,synaptic membrane,2.0
27422,SYNJ1,GO:0098688,parallel fiber to Purkinje cell synapse,2.0
27423,SYNJ1,GO:0098793,presynapse,2.0
27425,SYNJ1,GO:1904980,positive regulation of endosome organization,2.0
27426,SYNJ1,GO:1990175,EH domain binding,2.0
27601,TAF1C,GO:0001164,RNA polymerase I core promoter sequence-specific DNA binding,2.0
27603,TAF1C,GO:0001181,RNA polymerase I general transcription initiation factor activity,2.0
27604,TAF1C,GO:0001188,RNA polymerase I preinitiation complex assembly,2.0
27605,TAF1C,GO:0001650,fibrillar center,2.0
27607,TAF1C,GO:0005515,protein binding,2.0
27608,TAF1C,GO:0005654,nucleoplasm,2.0
27610,TAF1C,GO:0005668,RNA polymerase transcription factor SL1 complex,2.0
27611,TAF1C,GO:0005730,nucleolus,2.0
27612,TAF1C,GO:0006360,transcription by RNA polymerase I,2.0
27613,TAF1C,GO:0006361,transcription initiation at RNA polymerase I promoter,2.0
27614,TAF1C,GO:0006366,transcription by RNA polymerase II,2.0
27650,TAF6,GO:0000124,SAGA complex,2.0
27651,TAF6,GO:0003677,DNA binding,2.0
27652,TAF6,GO:0003713,transcription coactivator activity,2.0
27653,TAF6,GO:0005515,protein binding,2.0
27654,TAF6,GO:0005634,nucleus,2.0
27656,TAF6,GO:0005654,nucleoplasm,2.0
27658,TAF6,GO:0005669,transcription factor TFIID complex,2.0
27662,TAF6,GO:0005829,cytosol,2.0
27663,TAF6,GO:0006282,regulation of DNA repair,2.0
27664,TAF6,GO:0006352,DNA-templated transcription initiation,2.0
27665,TAF6,GO:0006357,regulation of transcription by RNA polymerase II,2.0
27666,TAF6,GO:0006366,transcription by RNA polymerase II,2.0
27667,TAF6,GO:0006367,transcription initiation at RNA polymerase II promoter,2.0
27668,TAF6,GO:0006468,protein phosphorylation,2.0
27669,TAF6,GO:0006915,apoptotic process,2.0
27670,TAF6,GO:0016251,RNA polymerase II general transcription initiation factor activity,2.0
27673,TAF6,GO:0017162,aryl hydrocarbon receptor binding,2.0
27674,TAF6,GO:0032991,protein-containing complex,2.0
27675,TAF6,GO:0033276,transcription factor TFTC complex,2.0
27677,TAF6,GO:0035521,monoubiquitinated histone deubiquitination,2.0
27678,TAF6,GO:0035522,monoubiquitinated histone H2A deubiquitination,2.0
27679,TAF6,GO:0042789,mRNA transcription by RNA polymerase II,2.0
27680,TAF6,GO:0043966,histone H3 acetylation,2.0
27681,TAF6,GO:0045786,negative regulation of cell cycle,2.0
27682,TAF6,GO:0045893,positive regulation of DNA-templated transcription,2.0
27683,TAF6,GO:0046695,SLIK (SAGA-like) complex,2.0
27684,TAF6,GO:0046982,protein heterodimerization activity,2.0
27685,TAF6,GO:0051123,RNA polymerase II preinitiation complex assembly,2.0
27688,TAF6,GO:0060090,molecular adaptor activity,2.0
27689,TAF6,GO:0060261,positive regulation of transcription initiation by RNA polymerase II,2.0
27690,TAF6,GO:0071339,MLL1 complex,2.0
27744,TAOK2,GO:0000165,MAPK cascade,2.0
27745,TAOK2,GO:0001558,regulation of cell growth,2.0
27746,TAOK2,GO:0004674,protein serine/threonine kinase activity,2.0
27749,TAOK2,GO:0004709,MAP kinase kinase kinase activity,2.0
27750,TAOK2,GO:0005515,protein binding,2.0
27751,TAOK2,GO:0005524,ATP binding,2.0
27752,TAOK2,GO:0005654,nucleoplasm,2.0
27753,TAOK2,GO:0005730,nucleolus,2.0
27754,TAOK2,GO:0005737,cytoplasm,2.0
27755,TAOK2,GO:0005829,cytosol,2.0
27756,TAOK2,GO:0006468,protein phosphorylation,2.0
27757,TAOK2,GO:0006612,protein targeting to membrane,2.0
27758,TAOK2,GO:0006915,apoptotic process,2.0
27759,TAOK2,GO:0006974,cellular response to DNA damage stimulus,2.0
27760,TAOK2,GO:0007095,mitotic G2 DNA damage checkpoint signaling,2.0
27761,TAOK2,GO:0007409,axonogenesis,2.0
27763,TAOK2,GO:0008360,regulation of cell shape,2.0
27764,TAOK2,GO:0015629,actin cytoskeleton,2.0
27765,TAOK2,GO:0016477,cell migration,2.0
27766,TAOK2,GO:0030036,actin cytoskeleton organization,2.0
27767,TAOK2,GO:0030424,axon,2.0
27768,TAOK2,GO:0030659,cytoplasmic vesicle membrane,2.0
27769,TAOK2,GO:0031410,cytoplasmic vesicle,2.0
27770,TAOK2,GO:0031434,mitogen-activated protein kinase kinase binding,2.0
27771,TAOK2,GO:0031954,positive regulation of protein autophosphorylation,2.0
27772,TAOK2,GO:0032147,activation of protein kinase activity,2.0
27773,TAOK2,GO:0032874,positive regulation of stress-activated MAPK cascade,2.0
27774,TAOK2,GO:0032956,regulation of actin cytoskeleton organization,2.0
27775,TAOK2,GO:0035556,intracellular signal transduction,2.0
27776,TAOK2,GO:0038191,neuropilin binding,2.0
27777,TAOK2,GO:0043005,neuron projection,2.0
27778,TAOK2,GO:0043235,receptor complex,2.0
27779,TAOK2,GO:0043408,regulation of MAPK cascade,2.0
27780,TAOK2,GO:0043410,positive regulation of MAPK cascade,2.0
27781,TAOK2,GO:0043539,protein serine/threonine kinase activator activity,2.0
27782,TAOK2,GO:0044294,dendritic growth cone,2.0
27783,TAOK2,GO:0044295,axonal growth cone,2.0
27784,TAOK2,GO:0046330,positive regulation of JNK cascade,2.0
27786,TAOK2,GO:0046777,protein autophosphorylation,2.0
27787,TAOK2,GO:0048041,focal adhesion assembly,2.0
27788,TAOK2,GO:0048156,tau protein binding,2.0
27789,TAOK2,GO:0048812,neuron projection morphogenesis,2.0
27790,TAOK2,GO:0050321,tau-protein kinase activity,2.0
27791,TAOK2,GO:0051403,stress-activated MAPK cascade,2.0
27792,TAOK2,GO:0071902,positive regulation of protein serine/threonine kinase activity,2.0
27793,TAOK2,GO:0106310,protein serine kinase activity,2.0
27794,TAOK2,GO:0150019,basal dendrite morphogenesis,2.0
27795,TAOK2,GO:0150020,basal dendrite arborization,2.0
27811,TBC1D31,GO:0005515,protein binding,2.0
27812,TBC1D31,GO:0005813,centrosome,2.0
27814,TBC1D31,GO:0034451,centriolar satellite,2.0
27815,TBC1D31,GO:0036064,ciliary basal body,2.0
27816,TBC1D31,GO:0060090,molecular adaptor activity,2.0
27817,TBC1D31,GO:0060271,cilium assembly,2.0
27818,TBC1D5,GO:0002092,positive regulation of receptor internalization,2.0
27819,TBC1D5,GO:0005096,GTPase activator activity,2.0
27820,TBC1D5,GO:0005515,protein binding,2.0
27821,TBC1D5,GO:0005776,autophagosome,2.0
27822,TBC1D5,GO:0005794,Golgi apparatus,2.0
27823,TBC1D5,GO:0005829,cytosol,2.0
27824,TBC1D5,GO:0006914,autophagy,2.0
27825,TBC1D5,GO:0010008,endosome membrane,2.0
27826,TBC1D5,GO:0015031,protein transport,2.0
27827,TBC1D5,GO:0016236,macroautophagy,2.0
27828,TBC1D5,GO:0030904,retromer complex,2.0
27829,TBC1D5,GO:0035612,AP-2 adaptor complex binding,2.0
27830,TBC1D5,GO:0042147,"retrograde transport, endosome to Golgi",2.0
27831,TBC1D5,GO:0042594,response to starvation,2.0
27832,TBC1D5,GO:0043231,intracellular membrane-bounded organelle,2.0
27833,TBC1D5,GO:0044877,protein-containing complex binding,2.0
27834,TBC1D5,GO:0090630,activation of GTPase activity,2.0
27835,TBC1D5,GO:1902017,regulation of cilium assembly,2.0
27836,TBC1D5,GO:1905394,retromer complex binding,2.0
27996,STK39,GO:0002021,response to dietary excess,2.0
27997,STK39,GO:0004674,protein serine/threonine kinase activity,2.0
28001,STK39,GO:0005515,protein binding,2.0
28002,STK39,GO:0005524,ATP binding,2.0
28003,STK39,GO:0005654,nucleoplasm,2.0
28004,STK39,GO:0005737,cytoplasm,2.0
28005,STK39,GO:0005829,cytosol,2.0
28009,STK39,GO:0006468,protein phosphorylation,2.0
28011,STK39,GO:0006954,inflammatory response,2.0
28012,STK39,GO:0007165,signal transduction,2.0
28014,STK39,GO:0008217,regulation of blood pressure,2.0
28015,STK39,GO:0010820,positive regulation of T cell chemotaxis,2.0
28017,STK39,GO:0016301,kinase activity,2.0
28018,STK39,GO:0016323,basolateral plasma membrane,2.0
28019,STK39,GO:0016324,apical plasma membrane,2.0
28020,STK39,GO:0018105,peptidyl-serine phosphorylation,2.0
28022,STK39,GO:0018107,peptidyl-threonine phosphorylation,2.0
28026,STK39,GO:0019898,extrinsic component of membrane,2.0
28027,STK39,GO:0030644,cellular chloride ion homeostasis,2.0
28028,STK39,GO:0032414,positive regulation of ion transmembrane transporter activity,2.0
28029,STK39,GO:0035556,intracellular signal transduction,2.0
28031,STK39,GO:0035725,sodium ion transmembrane transport,2.0
28032,STK39,GO:0035865,cellular response to potassium ion,2.0
28033,STK39,GO:0036438,maintenance of lens transparency,2.0
28034,STK39,GO:0038146,chemokine (C-X-C motif) ligand 12 signaling pathway,2.0
28035,STK39,GO:0042116,macrophage activation,2.0
28036,STK39,GO:0043231,intracellular membrane-bounded organelle,2.0
28037,STK39,GO:0044297,cell body,2.0
28038,STK39,GO:0046777,protein autophosphorylation,2.0
28040,STK39,GO:0050727,regulation of inflammatory response,2.0
28041,STK39,GO:0071476,cellular hypotonic response,2.0
28042,STK39,GO:0090188,negative regulation of pancreatic juice secretion,2.0
28043,STK39,GO:0106310,protein serine kinase activity,2.0
28044,STK39,GO:1900745,positive regulation of p38MAPK cascade,2.0
28045,STK39,GO:1901017,negative regulation of potassium ion transmembrane transporter activity,2.0
28047,STK39,GO:1901380,negative regulation of potassium ion transmembrane transport,2.0
28048,STK39,GO:1904044,response to aldosterone,2.0
28049,STK39,GO:1905408,negative regulation of creatine transmembrane transporter activity,2.0
28050,STK39,GO:1990869,cellular response to chemokine,2.0
28051,STK39,GO:2000650,negative regulation of sodium ion transmembrane transporter activity,2.0
28052,SYT17,GO:0000149,SNARE binding,2.0
28053,SYT17,GO:0001786,phosphatidylserine binding,2.0
28054,SYT17,GO:0005509,calcium ion binding,2.0
28055,SYT17,GO:0005515,protein binding,2.0
28056,SYT17,GO:0005544,calcium-dependent phospholipid binding,2.0
28057,SYT17,GO:0005802,trans-Golgi network,2.0
28058,SYT17,GO:0005886,plasma membrane,2.0
28059,SYT17,GO:0014059,regulation of dopamine secretion,2.0
28060,SYT17,GO:0016192,vesicle-mediated transport,2.0
28061,SYT17,GO:0017156,calcium-ion regulated exocytosis,2.0
28062,SYT17,GO:0017158,regulation of calcium ion-dependent exocytosis,2.0
28063,SYT17,GO:0019905,syntaxin binding,2.0
28064,SYT17,GO:0030154,cell differentiation,2.0
28065,SYT17,GO:0030276,clathrin binding,2.0
28066,SYT17,GO:0070382,exocytic vesicle,2.0
28067,SYT17,GO:0071277,cellular response to calcium ion,2.0
28068,SYT17,GO:1903861,positive regulation of dendrite extension,2.0
28069,TBL1X,GO:0000118,histone deacetylase complex,2.0
28071,TBL1X,GO:0000122,negative regulation of transcription by RNA polymerase II,2.0
28072,TBL1X,GO:0000976,transcription cis-regulatory region binding,2.0
28073,TBL1X,GO:0003714,transcription corepressor activity,2.0
28076,TBL1X,GO:0005515,protein binding,2.0
28077,TBL1X,GO:0005634,nucleus,2.0
28078,TBL1X,GO:0005654,nucleoplasm,2.0
28079,TBL1X,GO:0006357,regulation of transcription by RNA polymerase II,2.0
28080,TBL1X,GO:0006508,proteolysis,2.0
28081,TBL1X,GO:0007605,sensory perception of sound,2.0
28082,TBL1X,GO:0008013,beta-catenin binding,2.0
28083,TBL1X,GO:0008022,protein C-terminus binding,2.0
28084,TBL1X,GO:0016575,histone deacetylation,2.0
28085,TBL1X,GO:0017053,transcription repressor complex,2.0
28086,TBL1X,GO:0019904,protein domain specific binding,2.0
28087,TBL1X,GO:0042393,histone binding,2.0
28088,TBL1X,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,2.0
28089,TBL1X,GO:0045893,positive regulation of DNA-templated transcription,2.0
28090,TBL1X,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
28091,TBL1X,GO:0050821,protein stabilization,2.0
28092,TBL1X,GO:0072686,mitotic spindle,2.0
28093,TBL1X,GO:0090263,positive regulation of canonical Wnt signaling pathway,2.0
28094,TBL1X,GO:0140297,DNA-binding transcription factor binding,2.0
28180,TDO2,GO:0004833,"tryptophan 2,3-dioxygenase activity",2.0
28182,TDO2,GO:0005515,protein binding,2.0
28183,TDO2,GO:0005829,cytosol,2.0
28184,TDO2,GO:0016597,amino acid binding,2.0
28185,TDO2,GO:0019441,tryptophan catabolic process to kynurenine,2.0
28187,TDO2,GO:0019442,tryptophan catabolic process to acetyl-CoA,2.0
28188,TDO2,GO:0019825,oxygen binding,2.0
28189,TDO2,GO:0020037,heme binding,2.0
28191,TDO2,GO:0042802,identical protein binding,2.0
28192,TDO2,GO:0046872,metal ion binding,2.0
28193,TDO2,GO:0051289,protein homotetramerization,2.0
28194,TDO2,GO:1904842,response to nitroglycerin,2.0
28195,TECTA,GO:0005201,extracellular matrix structural constituent,2.0
28196,TECTA,GO:0005576,extracellular region,2.0
28197,TECTA,GO:0005886,plasma membrane,2.0
28198,TECTA,GO:0007160,cell-matrix adhesion,2.0
28199,TECTA,GO:0007605,sensory perception of sound,2.0
28200,TECTA,GO:0031012,extracellular matrix,2.0
28201,TECTA,GO:0062023,collagen-containing extracellular matrix,2.0
28202,TECTA,GO:0070062,extracellular exosome,2.0
28274,TERB2,GO:0000781,"chromosome, telomeric region",2.0
28275,TERB2,GO:0005515,protein binding,2.0
28276,TERB2,GO:0005637,nuclear inner membrane,2.0
28278,TERB2,GO:0007129,homologous chromosome pairing at meiosis,2.0
28280,TERB2,GO:0045141,meiotic telomere clustering,2.0
28281,TERB2,GO:0070197,meiotic attachment of telomere to nuclear envelope,2.0
28283,TERF2,GO:0000723,telomere maintenance,2.0
28284,TERF2,GO:0000781,"chromosome, telomeric region",2.0
28286,TERF2,GO:0000783,nuclear telomere cap complex,2.0
28287,TERF2,GO:0001673,male germ cell nucleus,2.0
28288,TERF2,GO:0001701,in utero embryonic development,2.0
28289,TERF2,GO:0003691,double-stranded telomeric DNA binding,2.0
28292,TERF2,GO:0003720,telomerase activity,2.0
28294,TERF2,GO:0005515,protein binding,2.0
28295,TERF2,GO:0005634,nucleus,2.0
28296,TERF2,GO:0005654,nucleoplasm,2.0
28298,TERF2,GO:0006278,RNA-templated DNA biosynthetic process,2.0
28299,TERF2,GO:0007049,cell cycle,2.0
28300,TERF2,GO:0008022,protein C-terminus binding,2.0
28301,TERF2,GO:0008089,anterograde axonal transport,2.0
28302,TERF2,GO:0010628,positive regulation of gene expression,2.0
28303,TERF2,GO:0010629,negative regulation of gene expression,2.0
28304,TERF2,GO:0016233,telomere capping,2.0
28308,TERF2,GO:0016604,nuclear body,2.0
28309,TERF2,GO:0019899,enzyme binding,2.0
28310,TERF2,GO:0031627,telomeric loop formation,2.0
28312,TERF2,GO:0031848,protection from non-homologous end joining at telomere,2.0
28315,TERF2,GO:0032204,regulation of telomere maintenance,2.0
28316,TERF2,GO:0032205,negative regulation of telomere maintenance,2.0
28317,TERF2,GO:0032206,positive regulation of telomere maintenance,2.0
28319,TERF2,GO:0032208,negative regulation of telomere maintenance via recombination,2.0
28322,TERF2,GO:0032210,regulation of telomere maintenance via telomerase,2.0
28325,TERF2,GO:0032211,negative regulation of telomere maintenance via telomerase,2.0
28328,TERF2,GO:0032214,negative regulation of telomere maintenance via semi-conservative replication,2.0
28329,TERF2,GO:0042162,telomeric DNA binding,2.0
28330,TERF2,GO:0042803,protein homodimerization activity,2.0
28331,TERF2,GO:0044877,protein-containing complex binding,2.0
28332,TERF2,GO:0051000,positive regulation of nitric-oxide synthase activity,2.0
28333,TERF2,GO:0061820,telomeric D-loop disassembly,2.0
28335,TERF2,GO:0070187,shelterin complex,2.0
28340,TERF2,GO:0070198,"protein localization to chromosome, telomeric region",2.0
28342,TERF2,GO:0090398,cellular senescence,2.0
28343,TERF2,GO:0098505,G-rich strand telomeric DNA binding,2.0
28345,TERF2,GO:0099088,axonal transport of messenger ribonucleoprotein complex,2.0
28346,TERF2,GO:1903770,negative regulation of beta-galactosidase activity,2.0
28347,TERF2,GO:1903824,negative regulation of telomere single strand break repair,2.0
28348,TERF2,GO:1904115,axon cytoplasm,2.0
28349,TERF2,GO:1904354,negative regulation of telomere capping,2.0
28350,TERF2,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,2.0
28351,TERF2,GO:1904430,negative regulation of t-circle formation,2.0
28353,TERF2,GO:1905778,negative regulation of exonuclease activity,2.0
28354,TERF2,GO:1905839,negative regulation of telomeric D-loop disassembly,2.0
28356,TERF2,GO:2000773,negative regulation of cellular senescence,2.0
28357,TET2,GO:0002521,leukocyte differentiation,2.0
28358,TET2,GO:0003677,DNA binding,2.0
28359,TET2,GO:0005515,protein binding,2.0
28360,TET2,GO:0005634,nucleus,2.0
28361,TET2,GO:0006211,5-methylcytosine catabolic process,2.0
28362,TET2,GO:0006325,chromatin organization,2.0
28363,TET2,GO:0006493,protein O-linked glycosylation,2.0
28365,TET2,GO:0007049,cell cycle,2.0
28366,TET2,GO:0008198,ferrous iron binding,2.0
28367,TET2,GO:0008270,zinc ion binding,2.0
28368,TET2,GO:0014070,response to organic cyclic compound,2.0
28369,TET2,GO:0030099,myeloid cell differentiation,2.0
28371,TET2,GO:0035511,oxidative DNA demethylation,2.0
28372,TET2,GO:0045944,positive regulation of transcription by RNA polymerase II,2.0
28374,TET2,GO:0070579,methylcytosine dioxygenase activity,2.0
28378,TET2,GO:0070989,oxidative demethylation,2.0
28379,TET2,GO:0080111,DNA demethylation,2.0
28443,THBS1,GO:0001666,response to hypoxia,2.0
28444,THBS1,GO:0001786,phosphatidylserine binding,2.0
28445,THBS1,GO:0001937,negative regulation of endothelial cell proliferation,2.0
28448,THBS1,GO:0001953,negative regulation of cell-matrix adhesion,2.0
28450,THBS1,GO:0001968,fibronectin binding,2.0
28451,THBS1,GO:0002040,sprouting angiogenesis,2.0
28452,THBS1,GO:0002544,chronic inflammatory response,2.0
28453,THBS1,GO:0002581,negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,2.0
28454,THBS1,GO:0002605,negative regulation of dendritic cell antigen processing and presentation,2.0
28455,THBS1,GO:0005178,integrin binding,2.0
28456,THBS1,GO:0005201,extracellular matrix structural constituent,2.0
28459,THBS1,GO:0005509,calcium ion binding,2.0
28460,THBS1,GO:0005515,protein binding,2.0
28461,THBS1,GO:0005576,extracellular region,2.0
28463,THBS1,GO:0005577,fibrinogen complex,2.0
28464,THBS1,GO:0005615,extracellular space,2.0
28466,THBS1,GO:0005783,endoplasmic reticulum,2.0
28467,THBS1,GO:0005788,endoplasmic reticulum lumen,2.0
28468,THBS1,GO:0006954,inflammatory response,2.0
28469,THBS1,GO:0006955,immune response,2.0
28470,THBS1,GO:0006986,response to unfolded protein,2.0
28471,THBS1,GO:0007155,cell adhesion,2.0
28472,THBS1,GO:0008201,heparin binding,2.0
28473,THBS1,GO:0008284,positive regulation of cell population proliferation,2.0
28474,THBS1,GO:0008285,negative regulation of cell population proliferation,2.0
28475,THBS1,GO:0009410,response to xenobiotic stimulus,2.0
28476,THBS1,GO:0009612,response to mechanical stimulus,2.0
28477,THBS1,GO:0009749,response to glucose,2.0
28478,THBS1,GO:0009897,external side of plasma membrane,2.0
28479,THBS1,GO:0009986,cell surface,2.0
28480,THBS1,GO:0010595,positive regulation of endothelial cell migration,2.0
28481,THBS1,GO:0010596,negative regulation of endothelial cell migration,2.0
28482,THBS1,GO:0010748,negative regulation of long-chain fatty acid import across plasma membrane,2.0
28483,THBS1,GO:0010751,negative regulation of nitric oxide mediated signal transduction,2.0
28485,THBS1,GO:0010754,negative regulation of cGMP-mediated signaling,2.0
28486,THBS1,GO:0010757,negative regulation of plasminogen activation,2.0
28487,THBS1,GO:0010759,positive regulation of macrophage chemotaxis,2.0
28488,THBS1,GO:0010763,positive regulation of fibroblast migration,2.0
28489,THBS1,GO:0016477,cell migration,2.0
28490,THBS1,GO:0016525,negative regulation of angiogenesis,2.0
28494,THBS1,GO:0016529,sarcoplasmic reticulum,2.0
28495,THBS1,GO:0017134,fibroblast growth factor binding,2.0
28496,THBS1,GO:0018149,peptide cross-linking,2.0
28497,THBS1,GO:0030141,secretory granule,2.0
28498,THBS1,GO:0030169,low-density lipoprotein particle binding,2.0
28499,THBS1,GO:0030194,positive regulation of blood coagulation,2.0
28500,THBS1,GO:0030335,positive regulation of cell migration,2.0
28502,THBS1,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,2.0
28503,THBS1,GO:0031012,extracellular matrix,2.0
28504,THBS1,GO:0031091,platelet alpha granule,2.0
